Pavadinimas,Metai,Trukmė,Žanras,Reitingas
Paradise: Faith,2012,115 ,Drama,6.7
Anna Karenina, 2012,129 ,"Drama, Romance",6.6
What Maisie Knew,2012,99 ,Drama,7.4
After Lucia,2012,103 ,Drama,7.1
Hannah Arendt,2012,113 ,"Biography, Drama",7.1
What the Day Owes the Night,2012,162 ,"Drama, Romance",7.8
Thuppakki,2012,165 ,"Action, Thriller",8.1
A Late Quartet,2012,105 ,"Drama, Music",7.1
A Hijacking,2012,103 ,"Drama, Thriller",7.1
Short Stories,2012,105 ,"Comedy, Drama, Mystery",6.9
Up & Away,2012,97 ,"Adventure, Drama",7.5
Unconditional,V 2012,92 ,"Biography, Crime, Drama",7.0
Modigliani,2004,128 ,"Biography, Drama",7.2
The Crimson Rivers,2000,106 ,"Crime, Mystery, Thriller",6.9
Matador,1986,110 ,"Drama, Thriller",6.9
Black Peter,1964,85 ,"Comedy, Drama",7.0
Woyzeck,1979,82 ,Drama,7.0
Tangerines,2013,87 ,"Drama, War",8.1
Suzanne's Career,1963,54 ,"Drama, Romance",6.8
Maelstrom,2000,87 ,Drama,6.7
Le Beau Serge,1958,98 ,Drama,7.1
Bravo maestro,1978,99 ,Drama,7.2
Angels in Fast Motion,2005,125 ,"Crime, Drama, Romance",6.8
Vecernja zvona,1986,120 ,"Drama, War",7.2
Sleep Tight,2011,102 ,"Crime, Drama, Thriller",7.2
Things to Come,2016,102 ,Drama,6.9
The Notebook,2013,112 ,"Drama, War",7.0
Far from the Madding Crowd,2015,119 ,"Drama, Romance",7.1
A Fantastic Woman,2017,104 ,Drama,7.2
The Solid Gold Cadillac,1956,99 ,"Comedy, Romance",7.5
Let the Fire Burn,2013,88 ,Documentary,7.9
Tattoo,2013,110 ,Drama,7.2
Jodorowsky's Dune,2013,90 ,Documentary,8.0
Why Don't You Play in Hell?,2013,129 ,"Action, Comedy, Horror",7.1
The Boy and the World,2013,80 ,"Animation, Adventure, Family",7.5
The Lunchbox,2013,104 ,"Drama, Romance",7.8
The Snows of Kilimanjaro,1952,114 ,"Adventure, Drama, Romance",6.1
The Golden Dream,2013,108 ,Drama,7.6
The Selfish Giant,2013,91 ,Drama,7.3
Starred Up,2013,106 ,"Crime, Drama",7.3
Hard to Be a God,2013,177 ,"Drama, Sci-Fi",6.6
The Last of the Unjust,2013,220 ,"Documentary, History",7.3
Finding Vivian Maier,2013,83 ,"Documentary, Biography, Mystery",7.7
Coherence,2013,89 ,"Drama, Mystery, Sci-Fi",7.2
Ilo Ilo,2013,99 ,Drama,7.2
Blue Ruin,2013,90 ,"Crime, Drama, Thriller",7.1
Enemy,2013,91 ,"Drama, Mystery, Thriller",6.9
After Tiller,2013,85 ,"Documentary, Biography, Drama",7.4
Harmony Lessons,2013,120 ,Drama,7.3
Omar,2013,98 ,"Crime, Drama, Romance",7.5
Ne me quitte pas,2013,107 ,"Documentary, Comedy, Drama",7.2
Charlie's Country,2013,108 ,"Adventure, Drama",7.3
Class Enemy,2013,112 ,Drama,7.5
In Bloom,2013,102 ,Drama,7.3
The World's End,2013,109 ,"Action, Comedy, Sci-Fi",6.9
Bad Hair,2013,93 ,Drama,6.9
Locke,2013,85 ,Drama,7.1
Heli,2013,105 ,"Crime, Drama, Romance",6.8
Human Capital,2013,111 ,"Crime, Drama",7.2
Tom at the Farm,2013,102 ,"Drama, Mystery, Thriller",6.9
The Rocket,2013,96 ,Drama,7.3
Belle,2013,100 ,"Biography, Drama, Romance",7.3
Bastards,2013,100 ,"Drama, Romance",6.1
Alan Partridge,2013,90 ,"Action, Comedy, Crime",6.9
Behind the Candelabra,2013,118 ,"Biography, Drama, Music",7.0
The Disappearance of Eleanor Rigby: Her,2013,100 ,"Drama, Romance",6.9
Tracks, 2013,112 ,"Adventure, Biography, Drama",7.1
Sorrow and Joy,2013,107 ,Drama,7.0
The Disappearance of Eleanor Rigby: Him,2013,89 ,"Drama, Romance",6.8
Cheap Thrills, 2013,88 ,"Comedy, Crime, Drama",6.7
Hope,2013,122 ,Drama,8.2
Miss Violence,2013,98 ,Drama,7.1
Adolf Hitler: The Greatest Story Never Told,2013,350 ,"Documentary, Biography, History",7.2
Camille Claudel 1915,2013,95 ,"Biography, Drama",6.5
"Good Day, Ramon",2013,120 ,Drama,7.6
Awakening from the Dead,2005,134 ,Drama,6.5
Absolute Hundred,2001,93 ,"Action, Crime, Drama",7.5
Three Palms for Two Punks and a Babe,1998,103 ,Comedy,7.6
"Mother, I Love You",2013,83 ,Drama,7.4
Three Godfathers,1936,81 ,Western,7.3
The Conjuring 2,2016,134 ,"Horror, Mystery, Thriller",7.3
Nothing But the Truth, 2008,108 ,"Crime, Drama, Mystery",7.1
Rurouni Kenshin Part II: Kyoto Inferno,2014,138 ,"Action, Adventure, Drama",7.5
The Way He Looks,2014,96 ,"Drama, Romance",7.9
Boy Meets Girl, 2014,95 ,"Comedy, Drama, Romance",7.1
Far from Men,2014,101 ,"Drama, War",7.2
Breathe,2014,91 ,Drama,7.0
Life in a Fishbowl,2014,129 ,Drama,7.2
The Gospel of John,2014,160 ,Drama,7.8
"Don't Worry, I'm Fine",2006,92 ,Drama,7.3
Now You See Me, 2013,115 ,"Crime, Mystery, Thriller",7.2
The Round Up,2010,115 ,"Drama, History, War",7.0
Stations of the Cross,2014,110 ,Drama,7.4
The Guide,2014,122 ,"Drama, History",7.7
The Overnighters,2014,102 ,"Documentary, Drama",7.4
Dearest,2014,128 ,Drama,7.6
In the Crosswind,2014,90 ,"Drama, History",7.5
Calla Lily,2015,83 ,Drama,4.8
Nise: The Heart of Madness,2015,106 ,"Biography, Drama, History",7.6
De Palma,2015,110 ,"Documentary, Biography",7.4
The Boy and the Beast,2015,119 ,"Animation, Action, Adventure",7.6
O.J.: Made in America,2016,467 ,"Documentary, Biography, Crime",8.9
L'abécédaire de Gilles Deleuze,1996 ,450 ,Documentary,8.8
Life in the Freezer,1993– ,30 ,Documentary,8.6
The Policeman of the 16th Precinct,1959,84 ,Comedy,8.0
My Life as a Zucchini,2016,70 ,"Animation, Comedy, Drama",7.8
Glory,2016,101 ,Drama,7.6
Arise from Darkness,2016,90 ,"Drama, Thriller",7.2
The World of Us,2016,95 ,"Drama, Family",7.5
Mellow Mud,2016,106 ,Drama,7.4
The Lesson,2014,111 ,Drama,7.2
The Chronicles of Melanie,2016,120 ,"Biography, Drama, History",7.3
Graduation,2016,128 ,"Crime, Drama",7.3
Sami Blood,2016,110 ,"Drama, History",7.3
See You Up There,2017,117 ,"Comedy, Crime, Drama",7.4
Bubblegum, 2017,104 ,Drama,7.4
The Butler,2017,70 ,Thriller,7.5
Deception: Oo Pel Dan Myin,2018,88 ,"Drama, Thriller",7.6
An Elephant Sitting Still,2018,230 ,"Crime, Drama",7.8
The Transcendents,2018,96 ,"Music, Mystery, Thriller",5.5
Bille,2018,104 ,Drama,7.4
Dangerous Summer,2000,112 ,"Drama, History",7.1
The Foundation of Criminal Excellence,2018,126 ,"Action, Comedy, Crime",8.1
Rygos sargai,2007,118 ,"Action, Drama, History",6.6
Eighth Grade,2018,93 ,"Comedy, Drama",7.4
I Can Only Imagine,2018,110 ,"Biography, Drama, Family",7.3
The Silent Revolution,2018,111 ,"Drama, History",7.4
Eternal Winter,2018,110 ,"Drama, History, Romance",7.3
The Painted Bird,2019,169 ,"Drama, Horror, Thriller",7.3
The Three Caballeros,1944,71 ,"Animation, Comedy, Family",6.3
An Impossible Voyage,1904,24 ,"Short, Action, Adventure",7.5
The Avenging Conscience: or 'Thou Shalt Not Kill',1914,78 ,"Crime, Drama, Horror",6.4
Hot Water,1924,53 ,Comedy,7.1
Battling Butler,1926,77 ,"Comedy, Sport",7.0
A Woman of Affairs,1928,98 ,Drama,7.2
Don Quixote,1933,73 ,"Adventure, Comedy, Drama",6.5
Curly Top,1935,75 ,"Family, Musical, Romance",6.8
The Prince and the Pauper,1937,118 ,"Adventure, Drama, Family",7.2
The Adventures of Tom Sawyer,1938,91 ,"Adventure, Drama, Family",7.1
A Chump at Oxford,1940,62 ,"Comedy, Family",7.2
Come Live with Me,1941,86 ,"Comedy, Romance",7.0
Ziegfeld Girl,1941,132 ,"Drama, Musical, Romance",6.7
Shadow of the Thin Man,1941,97 ,"Drama, Mystery",7.2
Song of the Thin Man,1947,86 ,"Comedy, Crime, Musical",6.9
Double Wedding,1937,87 ,"Comedy, Romance",6.9
Mr. Bug Goes to Town,1941,78 ,"Animation, Comedy, Family",6.9
You Were Never Lovelier,1942,97 ,"Comedy, Musical, Romance",7.2
Action in the North Atlantic,1943,126 ,"Drama, War",7.0
A Guy Named Joe,1943,120 ,"Drama, Fantasy, Romance",6.9
Summer Storm,1944,106 ,"Crime, Drama, Film-Noir",6.6
Marriage,1944,64 ,Comedy,8.1
The Keys of the Kingdom,1944,137 ,"Drama, War",7.2
Three Strangers,1946,92 ,"Crime, Drama, Film-Noir",7.0
Nobody Lives Forever,1946,100 ,"Crime, Drama, Film-Noir",7.0
Young Man with a Horn,1950,112 ,"Biography, Drama, Music",7.2
Mystery Street,1950,93 ,"Crime, Drama, Film-Noir",7.2
The Men,1950,87 ,Drama,7.1
The Magic Box,1951,118 ,"Biography, Drama, History",7.0
Moulin Rouge,1952,119 ,"Biography, Drama, Music",7.0
A Ripple in the Pond,1952,102 ,Comedy,7.8
The Great Manhunt,1950,97 ,"Drama, Romance, Thriller",7.0
The Rifleman of the Voroshilov Regiment,1999,95 ,"Crime, Drama",7.4
The Chase,1966,134 ,"Crime, Drama, Thriller",7.1
A Dry White Season,1989,106 ,"Drama, Thriller",7.0
Morituri,1965,123 ,"Action, Drama, Thriller",7.0
The Score,2001,124 ,"Action, Crime, Drama",6.8
The Freshman,1990,102 ,"Comedy, Crime",6.5
9th Company,2005,139 ,"Action, Drama, History",7.1
The Sun Shines Bright,1953,90 ,"Comedy, Drama, Western",6.9
Titanic,1953,98 ,"Drama, History, Romance",7.0
Mogambo,1953,116 ,"Adventure, Drama, Romance",6.6
In the Valley of Elah,2007,121 ,"Crime, Drama, Mystery",7.2
The Tiger and the Snow,2005,110 ,"Comedy, Drama, Romance",7.0
Brotherhood of the Wolf,2001,142 ,"Action, Adventure, Drama",7.0
Lilo & Stitch,2002,85 ,"Animation, Adventure, Comedy",7.3
Bal-Can-Can,2005,89 ,"Action, Adventure, Comedy",7.7
Frozen Stiff,2002,90 ,"Comedy, Drama",8.3
Nema malih bogova,1961,103 ,Comedy,7.9
The Bag of Luck,1961,90 ,Comedy,7.9
Captain Lechi,1960,108 ,"Drama, War",7.1
Hell Is a City,1960,93 ,"Crime, Thriller",7.0
The Horse Soldiers,1959,120 ,"Adventure, Drama, Romance",7.1
The Country Girl,1954,104 ,"Drama, Music",7.2
Hondo,1953,83 ,"Drama, Romance, War",7.0
The Glenn Miller Story,1954,115 ,"Biography, Drama, Music",7.3
River of No Return,1954,91 ,"Action, Adventure, Drama",6.6
Love Me or Leave Me,1955,122 ,"Biography, Drama, Music",7.1
Cipelice na asfaltu,1956,77 ,Family,7.1
Edge of the City,1957,85 ,Drama,7.2
Designing Woman,1957,118 ,"Comedy, Romance",6.7
A Tale of Two Cities,1958,117 ,"Drama, History, Romance",7.1
Indiscreet,1958,100 ,"Comedy, Romance",6.7
The Old Man and the Sea,1958,86 ,"Adventure, Drama",6.9
The Limey,1999,89 ,"Crime, Drama, Mystery",6.9
Pushing Hands,1991,105 ,"Comedy, Drama",7.2
The Hunters,1996,113 ,"Crime, Thriller",7.0
Austin Powers: International Man of Mystery,1997,89 ,"Adventure, Comedy",7.0
The X Files,1998,121 ,"Drama, Mystery, Sci-Fi",7.0
Secret Defense,1998,170 ,"Crime, Drama",7.0
Mrs. Brown,1997,101 ,"Biography, Drama, History",7.2
La discrète,1990,94 ,"Drama, Romance",7.0
Single White Female,1992,107 ,"Drama, Thriller",6.4
The Power of One,1992,127 ,"Drama, Sport",7.1
Patikrinimo punktas,1999,85 ,"Drama, Romance, War",7.2
Stand and Deliver,1988,103 ,"Biography, Drama",7.3
Rambling Rose,1991,112 ,Drama,6.6
"Jamón, Jamón",1992,95 ,"Comedy, Drama, Romance",6.4
Lovers: A True Story,1991,103 ,"Crime, Drama, Romance",6.9
Lucky Star,1997,110 ,Drama,7.0
Beautiful Girls,1996,112 ,"Comedy, Drama, Romance",7.1
Night Falls on Manhattan,1996,113 ,"Crime, Drama, Thriller",6.6
The Harmonists,1997,115 ,"Biography, Drama, Music",7.2
Secrets of the Heart,1997,105 ,Drama,7.0
Rosewood,1997,140 ,"Action, Drama, History",7.2
All Dogs Go to Heaven,1989,84 ,"Animation, Adventure, Comedy",6.7
Who's That Knocking at My Door,1967,90 ,Drama,6.6
Fantomas: The Man in Black,1913,61 ,"Crime, Drama",6.9
Fantômas: The Dead Man Who Killed,1913,90 ,"Crime, Drama, Mystery",6.9
Fantomas: The Mysterious Finger Print,1914,59 ,"Crime, Drama",6.8
North to Alaska,1960,122 ,"Comedy, Romance, Western",6.9
A Bullet for the General,1967,115 ,"Action, Western",7.0
Saps at Sea,1940,56 ,Comedy,7.1
Swamp Water,1941,88 ,"Crime, Drama, Mystery",7.0
The Elusive Corporal,1962,90 ,"Comedy, Drama, War",7.0
Spencer's Mountain,1963,118 ,"Drama, Family",7.0
Goin' South,1978,105 ,"Comedy, Romance, Western",6.2
Silent Movie,1976,87 ,Comedy,6.7
One of Our Aircraft Is Missing,1942,82 ,"Action, Adventure, Drama",7.0
Why Does Herr R. Run Amok?,1970,88 ,Drama,7.2
Despair,1978,119 ,"Drama, History",6.9
O. Henry's Full House,1952,117 ,"Comedy, Drama",7.2
Nicholas Nickleby,2002,132 ,"Adventure, Drama, Romance",7.1
The Journey to Melonia,1989,104 ,"Animation, Family, Adventure",7.3
All Night Long,1962,91 ,"Drama, Music",7.0
Dr. Jack,1922,60 ,"Comedy, Romance",7.1
Phantom,1922,125 ,"Drama, Romance",6.7
Each Dawn I Die,1939,92 ,"Crime, Drama, Film-Noir",7.2
It's a Wonderful World,1939,86 ,"Comedy, Crime, Mystery",6.9
The Private Lives of Elizabeth and Essex,1939,106 ,"Biography, Drama, History",7.0
Vivacious Lady,1938,90 ,"Comedy, Romance",7.1
Night Must Fall,1937,116 ,"Drama, Mystery, Thriller",7.2
In Name Only,1939,94 ,"Drama, Romance",7.0
Platinum Blonde,1931,89 ,"Comedy, Romance",6.8
Dangerous,1935,79 ,"Drama, Romance",6.8
At the Circus,1939,87 ,"Comedy, Musical",6.8
The Devil-Doll,1936,78 ,"Drama, Horror, Sci-Fi",7.0
Juarez,1939,125 ,"Biography, Drama, History",6.9
The Amazing Dr. Clitterhouse,1938,87 ,"Crime, Drama",7.0
Kid Galahad,1937,102 ,"Crime, Drama, Film-Noir",7.2
Pietro wyzej,1937,90 ,"Comedy, Music, Romance",7.6
Father Goose,1964,118 ,"Adventure, Comedy, Romance",7.3
The Stoning of Soraya M.,2008,114 ,Drama,7.9
Redline,2009,102 ,"Animation, Action, Sci-Fi",7.5
The Namesake,2006,122 ,Drama,7.5
Keith, 2008,95 ,"Drama, Romance",7.4
North Face,2008,126 ,"Adventure, Biography, Drama",7.4
Santa Claus Is a Stinker,1982,88 ,Comedy,7.5
Mesrine: Public Enemy No. 1,2008,133 ,"Action, Biography, Crime",7.4
No Time for Sergeants,1958,119 ,"Comedy, War",7.5
Daisy,2006,110 ,"Action, Adventure, Drama",7.4
The Chaplin Revue,1959,119 ,Comedy,7.7
The Catered Affair,1956,94 ,"Comedy, Drama, Romance",7.4
The Stranger in Between,1952,84 ,"Crime, Drama, Film-Noir",7.3
Mississippi Damned,2009,120 ,Drama,7.5
Swing Girls,2004,105 ,"Comedy, Drama, Music",7.5
The Insanely Sad Princess,1968,86 ,"Comedy, Family, Fantasy",7.5
The Quack,1982,128 ,"Drama, Romance",7.9
Osvobozhdenie: Ognennaya duga,1970,93 ,"Drama, History, Romance",7.3
The Man Who Will Come,2009,115 ,"Drama, War",7.4
Dögkeselyü,1982,115 ,"Action, Crime, Drama",7.9
Alice, 2005,102 ,Drama,7.4
Csinibaba,1997,100 ,"Comedy, Musical, Romance",7.4
Hear Me,2009,109 ,"Drama, Romance",7.4
The Visit,1963,86 ,"Comedy, Romance",7.4
Remote Control,1992,78 ,"Comedy, Crime",7.6
Breakdown,1978,91 ,Drama,6.8
Premija,1975,83 ,Drama,7.6
Proud Heritage,1989,136 ,"Action, Drama, History",7.7
A Man's Head,1933,90 ,"Crime, Mystery, Thriller",7.1
The Linnet,1982,92 ,"Comedy, Drama",7.5
Kit,1970,76 ,Comedy,7.9
The Jerks,1987,85 ,"Comedy, Crime",7.4
Pati žaviausia ir patraukliausia,1985,81 ,"Comedy, Romance",7.4
Savi,2004,111 ,"Action, Drama, War",7.5
Mirage,2004,107 ,Drama,7.5
Cerní baroni,1992,99 ,Comedy,7.6
Margarit i Margarita,1989,92 ,Drama,8.2
Wartime Romance,1983,92 ,"Drama, Romance",7.2
Radio Day,2008,100 ,Comedy,7.3
Slyozy kapali,1983,84 ,"Drama, Fantasy",7.8
Edi,2002,97 ,Drama,7.4
The Auntie from Chicago,1957,72 ,Comedy,7.6
Windfall in Athens,1954,95 ,"Comedy, Romance",7.4
Dudes,2001,90 ,Comedy,7.9
"When I Grow Up, I'll Be a Kangaroo",2004,92 ,Comedy,8.4
Montevideo: Taste of a Dream,2010,140 ,"Adventure, Comedy, Drama",8.1
Corpse Bride,2005,77 ,"Animation, Drama, Family",7.4
The Patriot,2000,165 ,"Action, Drama, History",7.2
We Were Soldiers,2002,138 ,"Action, Drama, History",7.2
Easy A,2010,92 ,"Comedy, Drama, Romance",7.0
Clerks II,2006,97 ,Comedy,7.3
Looking for Alibrandi,2000,103 ,"Comedy, Drama, Romance",7.0
The Human Stain,2003,106 ,"Drama, Romance, Thriller",6.2
The Last Duel,2021,152 ,"Action, Drama, History",7.4
"Crazy, Stupid, Love.",2011,118 ,"Comedy, Drama, Romance",7.4
Babe: Pig in the City,1998,97 ,"Adventure, Comedy, Drama",5.8
Ransom,1996,121 ,"Action, Crime, Thriller",6.7
Johnny Stecchino,1991,102 ,"Comedy, Crime, Romance",7.2
Things to Do in Denver When You're Dead,1995,115 ,"Crime, Drama, Thriller",6.7
Stepmom,1998,125 ,"Comedy, Drama",6.8
Manhattan Murder Mystery,1993,104 ,"Comedy, Mystery",7.3
The Rock,1996,136 ,"Action, Adventure, Thriller",7.4
Speed,1994,116 ,"Action, Adventure, Thriller",7.3
Election,1999,103 ,"Comedy, Romance",7.3
August: Osage County,2013,121 ,"Comedy, Drama",7.2
Australia,2008,165 ,"Adventure, Drama, Romance",6.6
The Cable Guy,1996,96 ,"Comedy, Drama, Thriller",6.1
Hamsun,1996,159 ,"Biography, Drama, War",7.2
The Whole Wide World,1996,111 ,"Biography, Drama, Romance",7.0
Jude,1996,123 ,"Drama, Romance",6.9
The Frighteners,1996,110 ,"Comedy, Fantasy, Horror",7.1
The Oyster and the Wind,1997,112 ,"Fantasy, Drama",7.2
Suicide Kings,1997,106 ,"Comedy, Crime, Drama",6.9
Torrente: El brazo tonto de la ley,1998,97 ,"Comedy, Crime",6.8
Wild Things,1998,108 ,"Crime, Drama, Mystery",6.6
Summer of Sam,1999,142 ,"Crime, Drama, Romance",6.7
Besieged,1998,93 ,"Drama, Romance",6.8
What Dreams May Come,1998,113 ,"Drama, Fantasy, Romance",7.0
Apt Pupil,1998,111 ,"Crime, Drama, Thriller",6.7
Una,1984,110 ,"Drama, Romance",7.3
Living Like the Rest of Us,1982,90 ,Drama,7.0
Asterix in Britain,1986,79 ,"Animation, Adventure, Comedy",7.1
Young Sherlock Holmes,1985,109 ,"Adventure, Fantasy, Mystery",6.8
Scrooged,1988,101 ,"Comedy, Drama, Fantasy",6.9
Robin and Marian,1976,106 ,"Adventure, Drama, Romance",6.5
Magnum Force,1973,124 ,"Action, Crime, Mystery",7.2
State of Grace,1990,134 ,"Action, Crime, Drama",7.2
At Close Range,1986,111 ,"Crime, Drama",6.9
Point Break,1991,122 ,"Action, Crime, Thriller",7.3
Young Guns,1988,107 ,"Action, Drama, Western",6.8
Frantic,1988,120 ,"Crime, Drama, Mystery",6.9
Rio Lobo,1970,114 ,"Drama, War, Western",6.7
The Lego Batman Movie,2017,104 ,"Animation, Action, Adventure",7.3
Antoine & Antoinette,1947,84 ,"Comedy, Drama",7.4
Deathtrap,1982,116 ,"Comedy, Crime, Mystery",7.0
Dreams,1955,87 ,Drama,7.0
Evil Under the Sun,1982,117 ,"Crime, Drama, Mystery",7.0
Sadie Thompson,1928,97 ,Drama,7.2
West of Zanzibar,1928,65 ,"Drama, Horror, Mystery",7.2
A Summer Tale,2000,91 ,"Comedy, Drama, Family",7.3
Amen.,2002,132 ,"Biography, Crime, Drama",7.2
Monsieur Batignole,2002,100 ,"Comedy, Drama, War",7.0
Hukkle,2002,78 ,"Crime, Mystery, Drama",7.0
To Take a Wife,2004,97 ,Drama,7.1
The Honorable Woman,2014,60 ,"Drama, Thriller",7.9
Family Plot,1976,120 ,"Comedy, Crime, Drama",6.8
Torn Curtain,1966,128 ,"Drama, Romance, Thriller",6.6
The Paradine Case,1947,125 ,"Crime, Drama, Romance",6.5
Secret Agent,1936,86 ,"Mystery, Thriller",6.4
Stowaway,1936,87 ,"Adventure, Family, Musical",7.1
Sealed Orders,1914,84 ,"Drama, Mystery",6.8
"So Close, So Far",2005,121 ,Drama,7.5
Bonjour Monsieur Shlomi,2003,94 ,"Drama, Comedy",7.5
Climax, 2018,97 ,"Drama, Horror, Music",6.9
Yesterday,1988,84 ,Drama,8.9
Opasen char,1984,90 ,"Comedy, Thriller",8.9
A Peasant on a Bicycle,1974,102 ,Drama,7.8
Time of Violence,1988,288 ,Drama,9.0
Toplo,1978,97 ,Comedy,8.5
Aszparuh,1981,323 ,"Drama, History, War",8.7
Bash maystorat na ekskurziya,1980,71 ,Comedy,8.1
Angoor,1982,131 ,Comedy,8.3
Lyubimetz 13,1958,89 ,Comedy,8.1
Mission London,2010,107 ,Comedy,7.1
Dvoynikat,1980,98 ,Comedy,8.4
A Nameless Band,1981,112 ,"Comedy, Drama, Music",8.8
Dami kanyat,1980,95 ,Comedy,7.9
Vsichko e lyubov,1979,102 ,Drama,8.2
Lavina,1982,153 ,"Adventure, Drama",8.1
All for Love,1986,92 ,Drama,8.6
Eastern Plays,2009,83 ,Drama,7.1
Zift,2008,92 ,"Crime, Drama, Mystery",7.2
Love.net,2011,109 ,"Drama, Romance",7.2
Bash maystorat fermer,1981,75 ,Comedy,7.8
There Was Once a King...,1955,107 ,"Comedy, Family, Fantasy",8.1
A Girl in Black,1956,100 ,"Drama, Romance",7.8
Maksimas Perepelica,1956,94 ,Comedy,7.6
"Dom, v kotorom ya zhivu",1957,100 ,"Drama, Romance, War",7.7
Three Men in the Snow,1955,93 ,Comedy,7.5
La 'Moara cu noroc',1957,110 ,"Crime, Drama",7.7
Professor Hannibal,1956,89 ,"Comedy, Drama",7.6
The Good Soldier Schweik,1957,108 ,"War, Comedy",7.4
Magdana's Donkey,1955,50 ,Drama,7.7
Stars,1959,91 ,"War, Drama",7.5
The Band of Honest Men,1956,106 ,Comedy,7.5
I Dutifully Report,1958,91 ,"Comedy, War",7.4
The D.I.,1957,106 ,Drama,7.3
The Dead Man's Treasure,1959,89 ,Comedy,7.5
Delo bylo v Penkove,1958,100 ,"Drama, Romance",7.5
Liliomfi,1955,109 ,"Comedy, Romance",7.5
Beautiful Boy, 2018,120 ,"Biography, Drama",7.4
Fantastic Beasts and Where to Find Them,2016,132 ,"Adventure, Family, Fantasy",7.2
Last Night in Soho,2021,116 ,"Drama, Horror, Mystery",7.0
Sandra,1965,105 ,"Drama, Mystery",7.2
That Man from Rio,1964,112 ,"Action, Adventure, Comedy",7.0
Youthful Sinners,1958,120 ,Drama,7.1
Seven Days... Seven Nights,1960,91 ,Drama,6.9
The Brain,1969,115 ,"Adventure, Comedy, Crime",6.8
Madeline's Madeline,2018,93 ,Drama,6.3
Directed by John Ford,1971,99 ,"Documentary, Biography",7.7
Dr Jekyll & Sister Hyde,1971,94 ,"Horror, Sci-Fi",6.6
Park Row,1952,83 ,"Drama, Thriller",7.2
The Taking of Power by Louis XIV,1966 ,90 ,"Biography, History",7.1
Bottle Rocket,1996,91 ,"Comedy, Crime, Drama",6.9
The Big Knife,1955,111 ,"Crime, Drama, Film-Noir",6.8
Hell's Heroes,1929,68 ,Western,7.2
Hell's Highway,1932,62 ,"Action, Crime, Drama",6.8
Gold Diggers of 1935,1935,95 ,"Comedy, Musical, Romance",6.9
Redes,1936,65 ,Drama,6.9
Mister Max,1937,86 ,"Comedy, Romance",7.0
Four Daughters,1938,90 ,"Drama, Music, Romance",6.9
Idiot's Delight,1939,107 ,"Comedy, Drama, Romance",6.5
Strange Cargo,1940,113 ,"Adventure, Drama, Romance",6.9
Manpower,1941,104 ,"Comedy, Drama",6.6
Blood and Sand,1941,125 ,"Drama, Romance, Sport",6.8
The Jungle Book,1942,108 ,"Action, Adventure, Family",6.7
The Glass Key,1942,85 ,"Crime, Drama, Film-Noir",7.0
The Ghost Ship,1943,69 ,"Drama, Mystery, Thriller",6.6
Destination Tokyo,1943,135 ,"Adventure, War",7.1
Red Sun,1971,112 ,"Action, Drama, Western",6.8
Nicholas and Alexandra,1971,183 ,"Biography, Drama, History",7.2
The Country Teacher,2008,103 ,"Drama, Romance",6.9
Empties,2007,104 ,"Comedy, Drama",7.2
Bad Taste,1987,91 ,"Comedy, Horror, Sci-Fi",6.5
Dead & Buried,1981,94 ,"Horror, Mystery",6.5
A Pistol for Ringo,1965,98 ,"Comedy, Western",6.5
West and Soda,1965,86 ,"Animation, Comedy, Western",7.0
Bandidos,1967,90 ,"Drama, Western",6.6
Johnny Hamlet,1968,91 ,"Drama, Western",6.5
"Run, Man, Run",1968,101 ,"Adventure, Comedy, Western",6.8
Ace High,1968,122 ,"Comedy, Western",6.5
The 5-Man Army,1969,105 ,"Action, Adventure, Western",6.6
Man of the East,1972,123 ,"Action, Comedy, Western",6.5
A Man Called Blade,1977,101 ,"Action, Drama, Thriller",6.6
Major Dundee,1965,123 ,"Adventure, Drama, War",6.7
Tumbleweeds,1925,78 ,Western,6.5
Cat Ballou,1965,97 ,Western,6.7
Appaloosa,2008,115 ,"Action, Crime, Drama",6.7
Santa Fe Trail,1940,110 ,"Drama, War, Western",6.2
Paint Your Wagon,1969,164 ,"Comedy, Drama, Musical",6.6
